Logistic Regression,Dönen Varlıklar,Duran Varlıklar,Toplam Varlıklar,Kısa Vadeli Yükümlülükler,Uzun Vadeli Yükümlülükler,Toplam Yükümlülükler,Toplam Özkaynaklar,Ana Ortaklığa Ait Özkaynaklar,Kontrol Gücü Olmayan Kaynaklar,Toplam Kaynaklar,Cari Oran,Dönen Varlıklar / Aktif (%),Asit Test Oranı,Nakit Oranı,Aktif Karlılık (%),Faaliyet Kar Marjı,Esas Faaliyet Kar Marjı,Brüt Kar Marjı (%),FAVÖK Marjı (%),Net Kar Marjı,Özsermaye Karlılığı (%),VAFÖK Marjı,ROCE Oranı,Finansman Gider / Net Satış,Borç Kaynak Oranı,Duran Varlıklar / Aktif ,Duran Varlıklar / Maddi Özkaynak,Esas Faaliyet Karı / Kısa Vadeli Borç,FAVÖK / Kısa Vade Borç,Net Borç / FAVÖK,Kısa Vade Borç / Aktif,Kısa Vade Borç / Dönen Varlık,Kısa Vade Borç / Özsermaye,Kısa Vade Borç / Toplam Borç,Net Satışlar / Kısa Vade Borç,Özsermaye / Aktif,Özsermaye / Maddi Duran Varlıklar,Toplam Borç / Özsermaye,Aktif Devir Hızı,Alacak Devir Hızı,Dönen Varlıklar Devir Hızı,Ticari Borçlar Devir Hızı,Finansal Kaldıraç,Stok Devir Hızı,Springate Skoru,Zmijewski Skoru,L Model Skoru,FBE_Sınıfı
Dusuk Orta Yuksek,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete
Yuksek,1.03255e+08,3.58124e+07,1.39068e+08,5.07176e+07,2.77505e+06,5.34926e+07,8.55751e+07,8.55751e+07,0,1.39068e+08,2.03589,74.2482,1.19406,0.124252,0.223836,3.08344,-0.396376,26.8273,3.08344,0.874261,0.363755,3.08344,0.789451,-0.183699,62.5096,25.7518,0.418804,-0.00278269,0.0216468,48.7239,0.364697,0.491186,0.592668,0.948123,0.702033,0.615348,2.44228,0.625096,0.256029,0.657364,2.89999,1.12763,38.4652,0.664844,0.504902,-2.1257,-0.305426,
Dusuk,1.1496e+09,7.79796e+08,1.92939e+09,1.03095e+09,3.23293e+08,1.35425e+09,5.75147e+08,5.75147e+08,0,1.92939e+09,1.11508,59.5834,0.675087,0.259068,0.707389,5.83627,7.12707,20.2757,5.83627,1.09959,2.37302,5.83627,3.75458,-0.202807,235.461,40.4166,1.92977,0.0858061,0.0702655,18.6946,0.534341,0.896796,1.79251,0.761275,1.20395,0.298097,1.0126,2.35461,0.643318,2.92051,0.926189,1.87918,70.1903,2.53299,0.321853,-0.335445,-0.465987,
Orta,4.38943e+08,5.11718e+09,5.55612e+09,6.12585e+07,3.70063e+09,3.76189e+09,1.79423e+09,1.79203e+09,2.19795e+06,5.55612e+09,7.16543,7.90017,5.61479,0.375897,-2.95739,-38.1927,-9.07646,15.6161,-38.1927,-75.1556,-9.15802,-38.1927,-1.50289,-0.433344,209.666,92.0998,2.8522,-0.323944,-1.36312,-45.0513,0.0110254,0.139559,0.0341419,0.016284,3.56905,0.322929,279.306,2.09666,0.0393502,3.48576,2.00766,7.70635,67.7071,0,-1.733,-0.336272,-0.546552,
Dusuk,4.71526e+08,4.97124e+09,5.44277e+09,1.55841e+09,3.5046e+09,5.06301e+09,3.79758e+08,3.81574e+08,-1.816e+06,5.44277e+09,0.302569,8.66335,0.253214,0.110445,-3.36772,2.10921,-1.05187,3.96986,2.10921,-41.7598,-48.2668,2.10921,0.170097,-1.01259,1333.22,91.3367,13.6012,-0.00296263,0.00594067,546.88,0.286327,3.30504,4.10369,0.307803,0.281654,0.0697729,0.169344,13.3322,0.080645,4.63747,1.07426,2.48725,93.0227,36.4878,-0.425925,1.15263,-0.582767,
Yuksek,3.54236e+09,6.84833e+09,1.03907e+10,2.02638e+09,1.15281e+09,3.17919e+09,7.2115e+09,7.2115e+09,0,1.03907e+10,1.74812,34.0917,0.903879,0.0659527,4.21436,18.6029,12.3246,22.5229,18.6029,9.88686,6.07226,18.6029,7.92964,-0.0531727,44.0849,65.9083,0.984837,0.269384,0.406609,3.8585,0.195019,0.572042,0.280993,0.637389,2.18573,0.694035,1.49779,0.440849,0.426259,2.6108,0.799788,10.8436,30.5965,2.12482,0.694933,-2.75264,-0.224279,
Orta,2.95952e+08,1.44592e+08,4.40544e+08,1.73939e+08,6.35904e+07,2.37529e+08,2.03014e+08,2.03014e+08,0,4.40544e+08,1.70147,67.1787,0.610437,0.431588,9.63591,19.9106,20.2045,61.1649,19.9106,13.1342,20.91,19.9106,14.6074,-0.0744818,117.001,32.8213,0.726564,0.375429,0.36997,3.69109,0.394828,0.587728,0.856782,0.732284,1.85815,0.460827,5.16168,1.17001,0.73365,10.4721,0.915678,3.35631,53.9173,0.728282,1.12792,-1.66713,-0.390532,
Dusuk,2.49437e+09,7.38822e+09,9.88259e+09,3.07719e+09,1.74872e+09,4.82591e+09,5.05668e+09,5.05668e+09,0,9.88259e+09,0.810602,25.2401,0.214495,0.189608,-8.14683,-61.2185,6.96505,14.1479,-61.2185,-91.0035,-15.9219,-61.2185,-5.48041,-0.288168,95.4363,74.7599,1.46169,0.0200249,-0.176007,-8.91037,0.311374,1.23365,0.608539,0.637638,0.287506,0.511676,0.802635,0.954363,0.0895221,1845.28,2.81942,3.3107,48.8324,0.667062,-0.424459,-1.15319,-0.286729,
Yuksek,5.85097e+06,9039,5.86001e+06,206254,1765,208019,5.65199e+06,5.65199e+06,0,5.86001e+06,28.3678,99.8458,28.3678,19.059,3.85078,0.107155,0.107155,0.23624,0.107155,0.107155,3.99251,0.107155,3.85078,0,3.68046,0.154249,0.00160006,1.09407,1.09407,0.921841,0.0351969,0.0352513,0.0364923,0.991515,1021.01,0.964502,909.118,0.0368046,35.9364,929.09,0.027784,1132.6,3.54981,0,16.207,-4.38442,-1.09824,
Yuksek,1.96676e+08,8.51333e+08,1.04801e+09,3.8215e+07,2.99594e+08,3.37809e+08,7.10199e+08,7.1019e+08,8997,1.04801e+09,5.14657,18.7666,5.0151,2.93282,1.63543,-27.5652,-34.5797,6.96575,-27.5652,165.547,2.41332,-27.5652,-0.272315,-0.851605,47.5654,81.2334,1.19873,-0.0936834,-0.0746798,-118.368,0.0364644,0.194304,0.0538088,0.113126,0.270921,0.677666,83.535,0.475654,0.00987895,2.30619,18.9966,1.07614,32.2334,0,0.514812,-2.55687,-0.232437,
Dusuk,7.57534e+09,3.86328e+09,1.14386e+10,6.4502e+09,1.66131e+09,8.11151e+09,3.32711e+09,3.36178e+09,-3.46736e+07,1.14386e+10,1.17444,66.226,0.953863,0.0272123,0.442292,16.8714,7.27548,20.3634,16.8714,1.39735,1.5206,16.8714,5.34018,-0.149314,243.8,33.774,1.1784,0.0408383,0.0947015,13.2792,0.563896,0.851473,1.93868,0.795191,0.561314,0.290866,0.998808,2.438,0.316523,2.05125,2.0923,1.54022,70.9134,3.05366,0.261001,-0.28254,-0.472312,
Yuksek,2.78815e+09,2.09954e+10,2.37836e+10,6.06312e+08,4.87916e+09,5.48547e+09,1.82981e+10,1.81557e+10,1.42364e+08,2.37836e+10,4.59854,11.723,4.38883,4.06885,1.09477,84.6596,84.9795,95.0412,84.6596,131.666,1.42296,84.6596,0.703925,-0.0109365,29.9784,88.277,1.14743,0.277169,0.276126,32.765,0.0254929,0.21746,0.0331352,0.11053,0.32616,0.769359,12950.9,0.299784,0.00831477,1.01942,14.099,0.138498,23.0641,0,0.529217,-3.053,-0.243622,
Yuksek,2.05325e+09,1.01864e+10,1.22397e+10,1.65188e+09,1.21075e+09,2.86264e+09,9.37705e+09,9.37705e+09,0,1.22397e+10,1.24297,16.7753,0.951266,0.508298,0.754505,-3.03322,-5.88242,0.9288,-3.03322,7.59614,0.984841,-3.03322,-0.301282,-0.029696,30.5281,83.2247,1.13268,-0.0432929,-0.0223236,-77.6288,0.134961,0.804522,0.176162,0.577049,0.735971,0.766118,0.967946,0.305281,0.0993274,2.14555,1.68889,3.98168,23.3882,2.68541,0.0973226,-3.0058,-0.203268,
Dusuk,2.77955e+08,5.81702e+08,8.59657e+08,5.59559e+08,9.02089e+07,6.49768e+08,2.09889e+08,2.09889e+08,0,8.59657e+08,0.496739,32.3333,0.427055,0.00107088,1.48707,11.99,11.2991,12.4077,11.99,1.64246,6.09072,11.99,10.8556,-0.133223,309.578,67.6667,2.99213,0.157166,0.166776,6.96271,0.65091,2.01313,2.66598,0.861168,1.39096,0.244154,0.440768,3.09578,0.905391,3.63282,0.35712,3.5221,75.5846,25.0351,0.102841,-0.0605821,-0.472849,
Orta,1.31099e+10,3.1635e+10,4.47449e+10,1.00534e+10,1.25297e+10,2.25831e+10,2.21618e+10,1.16804e+10,1.04813e+10,4.47449e+10,1.30402,29.2992,0.884395,0.505368,-0.186616,-9.01155,-5.35398,29.3088,-9.01155,-1.85002,-0.376779,-9.01155,-0.909016,-0.134516,101.901,70.7008,4.62452,-0.0240369,-0.0404577,-55.5224,0.224683,0.766857,0.453638,0.445175,0.448954,0.495292,1.90497,1.01901,0.100872,1.54955,2.90458,0.611157,50.4708,1.26973,0.064884,-1.41998,-0.352586,
Dusuk,8.32674e+07,1.48561e+08,2.31828e+08,8.28887e+07,7.08166e+07,1.53705e+08,7.81229e+07,6.04811e+07,1.76418e+07,2.31828e+08,1.00457,35.9177,0.700769,0.0236143,2.71477,6.76651,7.67988,12.0274,6.76651,2.55735,8.05603,6.76651,7.18302,-0.0509466,196.748,64.0823,2.71624,0.228017,0.200899,9.2303,0.357544,0.995452,1.061,0.53927,2.96902,0.336986,0.868042,1.96748,1.06155,4.40692,0.33835,6.77479,66.3014,16.6363,0.582322,-0.647003,-0.425191,
Orta,7.10122e+10,4.41028e+10,1.15e+11,3.88289e+10,1.16969e+10,5.05259e+10,6.45891e+10,5.60929e+10,8.49622e+09,1.15e+11,1.82885,61.6881,1.42323,0.488243,1.61513,18.5463,4.83361,13.7503,18.5463,6.71094,2.8786,18.5463,4.46358,-0.127337,78.2266,38.3119,0.830258,0.0344884,0.13233,9.83328,0.337306,0.546793,0.601169,0.768496,0.713513,0.561083,4.03221,0.782266,0.240672,4.49873,2.56316,7.59052,43.8917,2.35249,0.509443,-1.87817,-0.406938,
Orta,7.036e+08,5.797e+08,1.2833e+09,5.31868e+08,1.02582e+08,6.34451e+08,6.48849e+08,6.49147e+08,-297524,1.2833e+09,1.32288,54.8274,0.417521,0.0971073,-1.88202,-43.0226,-13.4415,31.6421,-43.0226,-33.7168,-3.72228,-43.0226,-2.40146,-0.158079,97.7809,45.1726,0.966741,-0.0181029,-0.0579427,-20.5871,0.414454,0.755924,0.81971,0.838313,0.13468,0.50561,1.24068,0.977809,0.0558184,0.497855,9.82245,0.21167,49.439,0.18752,0.0164283,-1.40258,-0.430186,
Yuksek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7061,17.4874,18.5821,25.7061,0,0,25.7061,0,-0.0725062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yuksek,1.48523e+09,1.97178e+09,3.45701e+09,9.08377e+08,1.38558e+08,1.04694e+09,2.41008e+09,2.41008e+09,0,3.45701e+09,1.63504,42.9628,0.953634,0.132059,1.69216,12.4113,20.8996,48.5135,12.4113,7.43198,2.42723,12.4113,2.82588,-0.0733557,43.4399,57.0372,0.837621,0.181096,0.107544,10.7168,0.262764,0.611607,0.376908,0.867653,0.866506,0.697156,1.71264,0.434399,0.227686,1.07938,1.88693,2.83873,30.2844,0.713546,0.365444,-2.65648,-0.232104,
Dusuk,7.45962e+07,1.14182e+08,1.88778e+08,1.4017e+08,6.39954e+07,2.04166e+08,-1.53875e+07,-1.53916e+07,4080,1.88778e+08,0.532183,39.5153,0.114609,0.00966411,-15.5829,-17.4192,-9.20448,0.00701461,-17.4192,-34.5413,191.176,-17.4192,-7.8585,-0.427213,-1326.83,60.4847,-1.79404,-0.0559249,-0.105837,-13.7623,0.742513,1.87905,-9.10936,0.686551,0.607584,-0.081511,-1.50795,-13.2683,0.451139,5.83329,0.875901,4.07288,108.151,22.8798,-0.793021,2.56372,-0.706166,
Orta,8.48839e+07,4.38469e+07,1.28731e+08,6.02581e+07,3.19257e+07,9.21838e+07,3.6547e+07,3.6547e+07,0,1.28731e+08,1.40867,65.9391,0.854262,0.252889,1.8936,7.79884,6.99445,20.4775,7.79884,7.73264,6.66988,7.79884,1.90981,-0.0213444,252.233,34.0609,1.34614,0.0365915,0.0407997,37.4957,0.468094,0.709889,1.64878,0.653674,0.523151,0.283903,1.05545,2.52233,0.244884,1.21431,2.69267,1.01309,71.6097,0.992228,0.408808,-0.309092,-0.47973,
Yuksek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34357,4.89662,7.71399,4.34357,0,0,4.34357,0,-1.43102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Orta,1.07103e+08,1.00082e+08,2.07185e+08,4.79669e+07,1.16955e+08,1.64922e+08,4.22626e+07,4.22626e+07,0,2.07185e+08,2.23284,51.6943,1.49429,0.386585,-1.42972,11.177,3.50268,10.5655,11.177,-3.88869,-7.00892,11.177,4.10933,-0.151885,390.232,48.3057,2.38113,0.0556241,0.177495,19.3709,0.231518,0.447859,1.13497,0.290846,1.58804,0.203985,0.43007,3.90232,0.36766,1.50537,1.40604,4.26343,79.6015,2.52148,0.353729,0.29269,-0.582296,
Orta,2.67291e+08,8.94349e+08,1.16164e+09,1.95119e+08,1.47294e+08,3.42414e+08,8.19227e+08,8.08494e+08,1.07327e+07,1.16164e+09,1.36989,23.0098,1.03416,0.205472,6.45711,14.1429,15.4725,19.5811,14.1429,10.5706,9.156,14.1429,8.63928,-0.0589032,41.7972,76.9902,1.14176,0.562691,0.514338,3.41195,0.167969,0.729987,0.238175,0.569835,3.63672,0.705233,1.36241,0.417972,0.610855,4.52448,0.376682,6.9371,29.4767,8.99145,0.847002,-2.91587,-0.267315,
Yuksek,1.53654e+10,4.80351e+09,2.01689e+10,2.9656e+09,1.01039e+10,1.30696e+10,7.09936e+09,6.26662e+09,8.32736e+08,2.01689e+10,5.1812,76.1836,4.78714,1.13556,2.3764,17.8645,17.7247,30.9775,17.8645,17.2175,6.75123,17.8645,2.46569,-0.498595,184.095,23.8164,0.718136,0.166378,0.16769,26.2809,0.147038,0.193005,0.417729,0.226909,0.938681,0.351995,2.58393,1.84095,0.138022,0.854779,5.51966,1.35578,64.8005,2.06838,0.916169,-0.734035,-0.454359,
Orta,1.33392e+09,1.33721e+09,2.67113e+09,8.41241e+08,1.27198e+08,9.68439e+08,1.70269e+09,1.70269e+09,0,2.67113e+09,1.58566,49.9385,0.877145,0.172704,3.83139,4.18732,1.36215,4.48939,4.18732,2.62999,6.01057,4.18732,6.10012,-0.0503754,56.877,50.0615,0.791269,0.0630089,0.193693,5.94346,0.314938,0.630652,0.494066,0.868656,4.62569,0.637442,1.3129,0.56877,1.45681,6.66185,0.342794,7.20693,36.2558,8.03508,1.00051,-2.41217,-0.309221,
Dusuk,6.68428e+08,1.03172e+09,1.70015e+09,7.14734e+08,1.38506e+08,8.5324e+08,8.46906e+08,8.04438e+08,4.2468e+07,1.70015e+09,0.935212,39.3159,0.691672,0.0144933,-4.89666,-0.588313,0.271545,14.5644,-0.588313,-6.74257,-9.82994,-0.588313,-0.427251,-0.0527606,100.748,60.6841,1.21827,0.00469092,-0.0101631,-117.463,0.420396,1.06928,0.843935,0.83767,1.72749,0.498137,0.866734,1.00748,0.726231,2.6143,0.541369,2.21379,50.1863,7.18619,0.0711838,-1.22277,-0.363494,
Yuksek,9.03378e+07,3.78477e+08,4.68814e+08,4.43127e+07,2.4134e+07,6.84467e+07,4.00368e+08,4.00368e+08,-143,4.68814e+08,2.03864,19.2694,0.852441,0.35278,1.2067,2.78041,-4.21031,16.5781,2.78041,3.21762,1.41299,2.78041,1.04273,-0.00983688,17.096,80.7306,0.945323,-0.167052,0.110318,14.0016,0.0945208,0.490523,0.11068,0.647405,3.96768,0.854,2.87951,0.17096,0.375028,8.45651,0.513813,4.00319,14.6,3.20867,0.346771,-3.53026,-0.320806,
Yuksek,1.2955e+08,2.38947e+08,3.68497e+08,7.42595e+07,9.44193e+06,8.37014e+07,2.84796e+08,2.84739e+08,57014,3.68497e+08,1.74456,35.1563,0.711593,0.0919152,1.38855,8.82248,6.46873,14.3131,8.82248,6.46019,1.79665,8.82248,1.8963,-0.018596,29.3899,64.8437,0.843342,0.0689952,0.0941001,11.9782,0.20152,0.573211,0.260746,0.887195,1.06659,0.772858,1.30702,0.293899,0.21494,1.86887,1.63563,2.46229,22.7142,1.01696,0.334864,-3.07475,-0.227795,
Orta,6.64328e+08,6.94574e+08,1.3589e+09,3.9873e+08,1.84407e+08,5.83137e+08,7.75765e+08,7.57988e+08,1.7777e+07,1.3589e+09,1.66611,48.8871,1.06566,0.161761,4.17381,6.20189,6.20703,12.3919,6.20189,4.3485,7.31123,6.20189,5.95275,-0.0965467,75.1693,51.1129,0.901354,0.203042,0.202874,7.20883,0.293421,0.600201,0.513983,0.683767,3.27117,0.570876,1.17729,0.751693,0.959828,4.03198,0.509332,5.39707,42.9124,7.16434,0.881842,-2.04848,-0.298119,
Yuksek,7.58156e+09,3.7298e+09,1.13114e+10,1.49301e+09,4.62078e+09,6.11379e+09,5.19757e+09,2.6753e+09,2.52228e+09,1.13114e+10,5.07804,67.0261,1.77708,0.332422,-0.314887,-9.59951,-12.1322,11.1136,-9.59951,-0.603233,-0.685281,-9.59951,-5.01094,-0.318186,117.628,32.9739,0.725313,-0.479802,-0.379639,-10.7864,0.131992,0.196926,0.287251,0.244204,3.95478,0.4595,3.38194,1.17628,0.521999,2.86584,1.28403,6.28026,54.05,1.26923,-0.828786,-1.22529,-0.423433,
Yuksek,2.77615e+08,3.47066e+08,6.24681e+08,7.09865e+07,279616,7.12661e+07,5.53415e+08,5.53415e+08,0,6.24681e+08,3.91081,44.4411,3.87394,0.223949,11.1626,52.9634,57.9651,67.2815,52.9634,26.9081,12.6001,52.9634,21.9714,-0.611036,12.8775,55.5589,0.627135,2.11607,1.93348,0.519239,0.113636,0.255701,0.12827,0.996076,3.6506,0.885916,1025.98,0.128775,0.414842,1.73093,1.07128,0,11.4084,0,1.57168,-4.16768,-0.875825,
Yuksek,3.2791e+08,4.10265e+08,7.38175e+08,1.31296e+08,1.28259e+08,2.59554e+08,4.78621e+08,4.7862e+08,272,7.38175e+08,2.49749,44.4217,0.51192,0.108231,20.8044,33.1324,35.1019,37.612,33.1324,26.3797,32.0865,33.1324,26.1299,-0.0403995,54.2297,55.5783,0.857634,1.55641,1.46908,1.34565,0.177865,0.400402,0.274321,0.505851,4.43397,0.648384,1.22603,0.542297,0.78865,11.971,0.563262,6.83844,35.1616,2.1439,2.34397,-3.24197,-0.307201,
Yuksek,5.21487e+09,1.20501e+10,1.7265e+10,3.09417e+09,2.70174e+09,5.79591e+09,1.14691e+10,1.13726e+10,9.65448e+07,1.7265e+10,1.68539,30.2048,0.748632,0.181573,0.0704527,1.3499,-4.42949,2.38248,1.3499,0.155916,0.106056,1.3499,0.609969,-0.0883607,50.5349,69.7952,1.06826,-0.111682,0.0340355,55.0359,0.179216,0.593335,0.269782,0.533853,2.52134,0.664298,1.18466,0.505349,0.451864,4.88267,0.66845,9.21953,33.5702,2.73008,0.482943,-2.39641,-0.281243,
Dusuk,8.37723e+10,3.20978e+10,1.16e+11,7.23682e+10,1.91255e+10,9.14937e+10,2.43763e+10,2.23178e+10,2.0585e+09,1.16e+11,1.15758,72.2985,0.67361,0.206668,1.22911,7.6765,6.36687,30.1891,7.6765,2.35521,5.84245,7.6765,4.00613,-0.113813,375.338,27.7015,2.05847,0.0531999,0.0641429,19.7104,0.624564,0.863869,2.96879,0.790964,0.835574,0.210376,1.50886,3.75338,0.521869,1.78946,1.38537,1.39701,78.9624,1.49111,0.372638,0.140914,-0.510767,
Dusuk,2.76384e+10,6.76105e+09,3.43995e+10,2.33922e+10,3.03061e+09,2.64228e+10,7.97667e+09,7.97667e+09,0,3.43995e+10,1.18152,80.3455,0.96081,0.366596,14.7221,13.0908,14.0348,17.3514,13.0908,12.0375,63.4892,13.0908,16.0104,-0.0692333,331.251,19.6545,1.06663,0.25242,0.235441,4.79762,0.680016,0.846365,2.93258,0.885303,1.79852,0.231883,4.49508,3.31251,1.22302,3.72523,0.656941,2.06143,76.8117,6.92125,1.20787,-0.588957,-0.458375,
Yuksek,1.57129e+08,1.36186e+08,2.93315e+08,6.50414e+07,4.37976e+07,1.08839e+08,1.84476e+08,1.84573e+08,-96541,2.93315e+08,2.41583,53.5699,1.57264,0.00865772,3.43354,13.3812,14.3247,30.4964,13.3812,8.61553,5.45929,13.3812,5.33282,-0.0290743,58.9989,46.4301,0.762837,0.257449,0.240493,6.95813,0.221746,0.413937,0.352573,0.597593,1.79724,0.628935,1.5696,0.589989,0.39853,1.46433,1.34419,2.65803,37.1065,1.80012,0.749632,-2.3491,-0.313203,
Dusuk,1.01449e+08,3.06622e+08,4.08071e+08,5.56487e+08,4.89732e+08,1.04622e+09,-6.38149e+08,-6.38149e+08,0,4.08071e+08,0.182303,24.8607,0.162928,0.0251593,-15.4905,6.64122,8.03739,14.2009,6.64122,-24.8858,9.90558,6.64122,4.13392,0.0925666,-163.946,75.1393,-0.423968,0.0366868,0.0303139,62.0191,1.3637,5.48539,-0.872034,0.531903,0.456451,-1.56382,-172.188,-1.63946,0.622464,3.40222,0.399391,2.33141,256.382,0,-1.45009,11.0101,-1.93894,
Orta,2.6446e+09,2.46677e+09,5.11137e+09,2.21994e+09,1.01802e+09,3.23796e+09,1.87341e+09,1.87341e+09,0,5.11137e+09,1.19129,51.7395,0.658959,0.205653,3.44467,5.02591,5.17325,9.93132,5.02591,6.84957,9.39835,5.02591,2.52755,-0.00981297,172.837,48.2605,1.54878,0.0599024,0.0581964,25.0631,0.434314,0.839423,1.18497,0.685598,1.15793,0.366519,1.14242,1.72837,0.502903,2.56626,1.02882,1.82525,63.3481,2.36754,0.407927,-0.848933,-0.391656,
Yuksek,1.26624e+10,1.37375e+10,2.63999e+10,2.38412e+09,8.83196e+08,3.26732e+09,2.31326e+10,2.31326e+10,0,2.63999e+10,5.31113,47.9638,4.66801,0.337852,-0.692514,10.6364,14.7787,32.5428,10.6364,-5.75695,-0.790326,10.6364,1.27947,-0.390931,14.1243,52.0362,0.595598,0.196854,0.141678,9.67298,0.0903081,0.188284,0.103063,0.729688,1.33202,0.876237,3.95319,0.141243,0.120292,721.256,3.98729,5.82136,12.3763,1.55555,0.601918,-3.58463,-0.362791,
Orta,1.81983e+07,7.50319e+07,9.32302e+07,1.41389e+07,2.27313e+07,3.68702e+07,5.636e+07,5.636e+07,4,9.32302e+07,1.28711,19.5197,0.69121,0.0631899,0.649421,6.27367,9.7205,27.3651,6.27367,12.1182,1.07427,6.27367,0.336209,-0.094013,65.4191,80.4803,1.33278,0.0343492,0.0221692,117.628,0.151656,0.776936,0.250868,0.383477,0.353369,0.604525,9.31785,0.654191,0.0535904,0.571493,3.64239,2.33692,39.5475,0.800485,0.119883,-2.08016,-0.328113,
Dusuk,7.7218e+09,5.62606e+09,1.33479e+10,7.20483e+09,2.63037e+09,9.8352e+09,3.51265e+09,3.51265e+09,0,1.33479e+10,1.07175,57.8505,0.901426,0.376745,5.49304,8.94447,9.44771,12.7777,8.94447,7.90901,20.8732,8.94447,6.2122,-0.0604782,279.994,42.1495,2.79205,0.121564,0.115089,11.8611,0.539775,0.933051,2.05111,0.732556,1.2867,0.263162,1.58859,2.79994,0.694529,4.15251,0.832945,1.87349,73.6838,7.48889,0.555504,-0.351499,-0.427011,
Dusuk,1.10882e+09,5.92366e+07,1.16805e+09,9.70207e+08,2.84103e+07,9.98618e+08,1.69436e+08,1.69436e+08,0,1.16805e+09,1.14287,94.9286,1.04032,0.0246195,9.78039,38.4111,35.6203,67.156,38.4111,28.1984,67.4238,38.4111,13.3226,-0.0121884,589.377,5.07139,0.372288,0.14874,0.160393,6.41724,0.830619,0.874993,5.7261,0.97155,0.417571,0.145058,7.87108,5.89377,0.346842,0.411703,2.73694,0.206805,85.4942,1.41278,0.760009,0.128478,-0.556067,
Dusuk,1.43367e+09,2.0551e+09,3.48877e+09,1.51937e+09,6.42206e+08,2.16157e+09,1.3272e+09,1.32598e+09,1.21422e+06,3.48877e+09,0.943599,41.0939,0.439749,0.147906,1.05479,6.24323,5.14477,12.6001,6.24323,2.61245,2.77269,6.24323,2.52072,-0.0336567,162.868,58.9061,1.55155,0.0476971,0.0578808,24.5795,0.435502,1.05977,1.14479,0.702899,0.927098,0.38042,0.687207,1.62868,0.403753,4.13446,1.0178,1.53111,61.958,1.85122,0.208546,-0.819632,-0.408796,
Yuksek,1.53116e+09,2.12959e+10,2.28271e+10,9.79392e+06,1.13976e+09,1.14955e+09,2.16775e+10,2.16775e+10,0,2.28271e+10,156.338,6.70766,155.848,70.4455,25.7915,99.712,99.7093,100,99.712,85.3022,27.1593,99.712,30.1484,-0.037209,5.30296,93.2923,0.9824,702.661,702.681,0.167037,0.000429049,0.0063964,0.000451801,0.00851979,704.71,0.949641,136.851,0.0530296,0.302355,0,0.221847,0,5.03591,0,468.461,-5.79892,-0.823109,
Yuksek,2.86667e+09,3.27819e+08,3.19449e+09,1.05771e+09,1.49977e+08,1.20769e+09,1.98681e+09,1.98681e+09,0,3.19449e+09,2.71027,89.738,1.55496,0.342671,14.5701,25.2185,28.2463,41.767,25.2185,28.2699,23.4266,25.2185,12.9975,-0.314137,60.7852,10.262,0.171553,0.439679,0.39255,2.90866,0.331104,0.368967,0.532366,0.875814,1.55659,0.621948,38.3097,0.607852,0.515393,2.33351,1.74116,4.50353,37.8052,0.918145,1.56436,-2.8116,-0.301235,
Orta,1.33099e+08,7.59031e+07,2.09002e+08,9.02942e+07,7.94956e+06,9.82437e+07,1.10759e+08,1.10759e+08,0,2.09002e+08,1.47406,63.6831,1.20789,0.175028,-0.0976922,0.545311,1.58111,30.9059,0.545311,-0.0858089,-0.184346,0.545311,0.620829,-0.0112792,88.7008,36.3169,0.691549,0.0416659,0.0143702,75.715,0.432025,0.678398,0.815234,0.919083,2.63523,0.529939,1.62402,0.887008,1.13849,2.55243,0.559367,3.01826,47.0061,7.37251,0.680461,-1.62215,-0.302857,
Orta,2.14082e+09,3.44801e+09,5.58883e+09,1.7572e+09,1.01663e+09,2.77383e+09,2.815e+09,2.76709e+09,4.7918e+07,5.58883e+09,1.21831,38.3053,0.865347,0.534559,9.01154,16.6385,16.8635,50.7928,16.6385,12.0812,17.8913,16.6385,12.4109,-0.0627194,98.5372,61.6947,1.40557,0.400073,0.394734,3.99903,0.314412,0.820806,0.624224,0.633491,2.37241,0.503684,1.37734,0.985372,0.745915,8.04397,0.513534,8.09747,49.6316,4.3845,0.978166,-1.88139,-0.284927,
Yuksek,3.30633e+08,9.59019e+06,3.40223e+08,4.43669e+07,262173,4.46291e+07,2.95594e+08,2.95594e+08,0,3.40223e+08,7.45224,97.1812,1.47733,0.606761,-34.7005,11.1694,6.77139,19.6967,11.1694,-91.2087,-39.9396,11.1694,4.24941,-1.32935,15.0981,2.81879,0.0324489,0.197552,0.325862,3.08692,0.130405,0.134188,0.150094,0.994126,2.91745,0.868824,44.2681,0.150981,0.380451,1231.5,2.55437,818.785,13.1176,0.398949,-1.80271,-2.02059,-0.597205,
