Logistic Regression,Dönen Varlıklar,Duran Varlıklar,Toplam Varlıklar,Kısa Vadeli Yükümlülükler,Uzun Vadeli Yükümlülükler,Toplam Yükümlülükler,Toplam Özkaynaklar,Ana Ortaklığa Ait Özkaynaklar,Kontrol Gücü Olmayan Kaynaklar,Toplam Kaynaklar,Cari Oran,Dönen Varlıklar / Aktif (%),Asit Test Oranı,Nakit Oranı,Aktif Karlılık (%),Faaliyet Kar Marjı,Esas Faaliyet Kar Marjı,Brüt Kar Marjı (%),FAVÖK Marjı (%),Net Kar Marjı,Özsermaye Karlılığı (%),VAFÖK Marjı,ROCE Oranı,Finansman Gider / Net Satış,Borç Kaynak Oranı,Duran Varlıklar / Aktif ,Duran Varlıklar / Maddi Özkaynak,Esas Faaliyet Karı / Kısa Vadeli Borç,FAVÖK / Kısa Vade Borç,Net Borç / FAVÖK,Kısa Vade Borç / Aktif,Kısa Vade Borç / Dönen Varlık,Kısa Vade Borç / Özsermaye,Kısa Vade Borç / Toplam Borç,Net Satışlar / Kısa Vade Borç,Özsermaye / Aktif,Özsermaye / Maddi Duran Varlıklar,Toplam Borç / Özsermaye,Aktif Devir Hızı,Alacak Devir Hızı,Dönen Varlıklar Devir Hızı,Ticari Borçlar Devir Hızı,Finansal Kaldıraç,Stok Devir Hızı,Springate Skoru,Zmijewski Skoru,L Model Skoru,FBE_Sınıfı
Dusuk Orta Yuksek,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete
Yuksek,4.44873e+09,6.49782e+09,1.09466e+10,1.92446e+09,2.70918e+09,4.63365e+09,6.31291e+09,5.26188e+09,1.05103e+09,1.09466e+10,2.31167,40.6405,1.54811,0.929056,2.36305,8.21567,6.38104,25.0091,8.21567,6.06484,4.09752,8.21567,3.20108,-0.209252,73.3996,59.3595,1.03757,0.141421,0.182081,13.2236,0.175805,0.432587,0.304846,0.415324,2.21626,0.576703,1.26207,0.733996,0.389631,3.80636,1.04305,5.81718,42.3297,2.60978,0.565083,-2.00279,-0.304674,
Yuksek,9.64904e+06,7173,9.65622e+06,264960,1202,266162,9.39005e+06,9.39005e+06,0,9.65622e+06,36.417,99.9257,36.417,28.2052,1.85824,0.0418349,0.0412555,0.163223,0.0418349,0.0418349,1.91092,0.0418349,1.85824,0,2.83451,0.0742838,0.000764039,0.66784,0.677219,1.48333,0.0274393,0.0274597,0.0282171,0.995484,1618.79,0.972436,1742.45,0.0283451,44.4185,1320.55,0.0224964,2056.93,2.75638,0,19.2724,-4.37218,-1.42456,
Dusuk,6.00289e+07,3.21268e+07,9.21556e+07,5.89898e+07,3.49487e+06,6.24847e+07,2.9671e+07,2.9671e+07,0,9.21556e+07,1.01761,65.1386,0.575903,0.041284,-3.09234,2.10648,4.1261,12.3502,2.10648,-2.27201,-9.60457,2.10648,2.86705,-0.0994956,210.592,34.8614,1.0839,0.087733,0.0447899,23.6492,0.640111,0.98269,1.98813,0.944068,2.12629,0.321966,0.959178,2.10592,1.36106,4.00115,0.478586,3.98257,67.8034,5.10949,0.451885,-0.30012,-0.431431,
Yuksek,9.19462e+07,1.00112e+07,1.01957e+08,3.65565e+06,1.25282e+06,4.90846e+06,9.70489e+07,9.70489e+07,0,1.01957e+08,25.1518,90.181,18.7132,11.7566,7.131,-18.4684,-15.7292,40.3631,-18.4684,49.9412,7.49166,-18.4684,-2.63707,-0.103818,5.05772,9.81896,0.111292,-0.626402,-0.735488,-1.8256,0.0358547,0.0397585,0.0376681,0.744764,3.98241,0.951858,149.518,0.0505772,0.142788,1.25689,6.31573,25.058,4.81423,0.515807,2.77038,-4.44709,-1.04095,
Yuksek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80752,8.99727,24.3548,7.80752,0,0,7.80752,0,-0.0862944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dusuk,2.93581e+10,1.09e+11,1.38e+11,3.86252e+10,2.54827e+10,6.41078e+10,7.41937e+10,7.38325e+10,3.61195e+08,1.38e+11,0.760077,21.2276,0.448828,0.151,7.71474,-10.9711,-10.5548,-3.85214,-10.9711,12.2267,14.3807,-10.9711,-6.92245,-0.234171,86.4061,78.7724,1.47736,-0.238461,-0.247866,-6.69613,0.279282,1.31566,0.520599,0.602503,2.25927,0.536463,1.58904,0.864061,0.630973,8.00972,0.336426,7.60167,46.3537,10.2216,0.709584,-2.00804,-0.298017,
Yuksek,1.99007e+08,1.52577e+08,3.51584e+08,1.64646e+06,502747,2.14921e+06,3.49435e+08,3.49435e+08,0,3.51584e+08,120.87,56.6031,104.011,26.7341,13.2674,148.391,80.2277,93.434,148.391,148.496,13.349,148.391,13.2581,0,0.615052,43.3969,0.437122,15.3064,28.3112,0.0461072,0.00468298,0.00827336,0.00471178,0.766078,19.0787,0.993887,49579.3,0.00615052,0.0893453,7.35402,6.33531,2.003,0.611293,0.104176,19.7198,-5.34567,-8.17627,
Dusuk,6.48024e+08,2.80511e+09,3.45314e+09,8.21258e+08,1.71035e+09,2.53161e+09,9.21527e+08,5.21087e+08,4.0044e+08,3.45314e+09,0.789062,18.7662,0.54882,0.265928,-1.30517,-0.109864,0.696784,29.8304,-0.109864,-17.0703,-4.89072,-0.109864,-0.00840004,-0.318917,274.719,81.2338,-4.69363,0.00224006,-0.000353196,-8727.74,0.23783,1.26733,0.891193,0.324401,0.321485,0.266867,1.51173,2.74719,0.0764587,2.77982,2.45443,1.91456,73.3133,2.71868,-0.13537,-0.0655628,-0.475202,
Orta,5.17178e+07,3.18851e+07,8.36028e+07,3.87089e+07,1.85685e+07,5.72774e+07,2.63254e+07,2.633e+07,-4603,8.36028e+07,1.33607,61.8613,0.369023,0.0237907,-2.10283,3.15699,1.88359,19.7271,3.15699,-3.32335,-6.67807,3.15699,1.99757,-0.104647,217.575,38.1387,1.21646,0.025741,0.0431432,34.2974,0.463009,0.748464,1.4704,0.675814,1.36659,0.314887,0.865087,2.17575,0.632746,3.96176,0.977664,2.53422,68.5113,1.51466,0.330435,-0.305571,-0.609856,
Yuksek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6761,34.034,73.5143,35.6761,0,0,35.6761,0,-0.0852646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Orta,1.0937e+07,6.49062e+07,7.58432e+07,1.16934e+07,2.91999e+07,4.08932e+07,3.495e+07,3.49436e+07,6357,7.58432e+07,0.935318,14.4206,0.467041,0.0132765,0.369425,1.30025,-0.276385,25.6457,1.30025,7.04564,0.801671,1.30025,0.0681761,-0.692025,117.005,85.5794,1.86368,-0.000939934,0.0044219,790.865,0.154178,1.06915,0.334575,0.285949,0.340081,0.460819,0.543583,1.17005,0.0524331,0.75312,2.75028,0.926379,53.9181,0.706945,-0.105328,-1.24703,-0.534937,
Orta,3.53786e+08,8.98019e+08,1.2518e+09,2.32925e+08,4.19794e+08,6.52719e+08,5.99085e+08,5.86853e+08,1.2232e+07,1.2518e+09,1.51888,28.262,1.32235,0.0398729,0.473696,42.2344,37.4963,58.7869,42.2344,11.7709,0.989801,42.2344,1.69964,-0.258684,108.953,71.738,1.49907,0.0810962,0.0913435,30.6784,0.186072,0.65838,0.388801,0.356854,0.216278,0.478577,3067.91,1.08953,0.0402431,0.886699,7.02283,0.187927,52.1423,0,0.159124,-1.35528,-0.312546,
Orta,2.68893e+08,9.27991e+08,1.19688e+09,3.0612e+08,1.78961e+08,4.85081e+08,7.11803e+08,7.00602e+08,1.12005e+07,1.19688e+09,0.878388,22.4661,0.535466,0.0505198,0.683503,17.6119,18.1816,23.0099,17.6119,5.17316,1.1493,17.6119,2.32697,-0.161088,68.1483,77.5339,1.36848,0.0939237,0.0909812,17.4169,0.255764,1.13845,0.430064,0.63107,0.516588,0.594713,1.08872,0.681483,0.132125,1.29007,1.70037,1.74976,40.5287,1.2258,0.0697244,-2.02414,-0.301426,
Orta,2.77364e+10,3.11559e+10,5.88923e+10,2.04122e+10,1.27365e+10,3.31488e+10,2.57435e+10,1.76561e+10,8.08744e+09,5.88923e+10,1.35881,47.0968,0.950238,0.480136,3.8033,3.30823,3.36988,10.4738,3.30823,4.667,8.70062,3.30823,2.69599,-0.0524464,128.765,52.9032,1.27632,0.0792328,0.0777834,20.878,0.346603,0.735937,0.792906,0.615776,2.35121,0.437129,1.83269,1.28765,0.814935,5.47502,0.577921,4.40848,56.2871,6.44147,0.690567,-1.26822,-0.359271,
Orta,2.07618e+09,4.00459e+09,6.08076e+09,1.56342e+09,2.35788e+09,3.92131e+09,2.15945e+09,2.15945e+09,0,6.08076e+09,1.32797,34.1434,1.21561,0.341507,4.19597,12.1198,5.7299,20.4925,12.1198,9.80339,11.8154,12.1198,5.18744,-0.0812225,181.588,65.8566,1.86671,0.0953861,0.20176,12.4314,0.25711,0.753031,0.72399,0.3987,1.66471,0.355129,0.569764,1.81588,0.428013,5.66863,0.797718,4.58387,64.4871,17.4897,0.545122,-0.818365,-0.43764,
Orta,2.80788e+08,8.4387e+08,1.12466e+09,2.13555e+08,2.53737e+08,4.67292e+08,6.57366e+08,5.28761e+08,1.28606e+08,1.12466e+09,1.31483,24.9665,0.321668,0.212293,-0.136622,32.118,27.4321,44.472,32.118,-1.98665,-0.23374,32.118,2.20875,-0.300642,71.0854,75.0335,1.31244,0.0993503,0.116321,18.8114,0.189884,0.760555,0.324864,0.457005,0.362168,0.584503,2.32354,0.710854,0.0687699,3.32181,3.63044,1.93542,41.5497,0.224477,0.0987793,-1.93078,-0.317837,
Orta,2.26059e+09,7.38127e+09,9.64187e+09,1.98085e+09,9.19724e+08,2.90058e+09,6.74129e+09,6.74129e+09,0,9.64187e+09,1.14122,23.4456,0.787173,0.0396925,7.1782,0.64899,0.837196,11.8985,0.64899,9.68584,10.2668,0.64899,0.480968,0.0218546,43.027,76.5544,1.10091,0.0302005,0.0234113,62.5471,0.205443,0.876254,0.293839,0.682917,3.60734,0.699169,1.28559,0.43027,0.741102,6.93297,0.316361,5.75003,30.0831,9.76906,0.791312,-2.91284,-0.250441,
